,Zip Code,City,County,State,County Number,Area (sqkm)
514,51341,GILLETT GROVE,Clay,IA,21,0.89395
515,51342,GRAETTINGER,Palo Alto,IA,74,214.231634
516,51343,GREENVILLE,Clay,IA,21,65.322005
517,51345,HARRIS,Osceola,IA,72,146.304432
518,51346,HARTLEY,O'Brien,IA,71,377.358581
519,51347,LAKE PARK,Dickinson,IA,30,223.92845
520,51350,MELVIN,Osceola,IA,72,112.104258
521,51351,MILFORD,Dickinson,IA,30,278.931975
522,51354,OCHEYEDAN,Osceola,IA,72,227.662269
523,51355,OKOBOJI,Dickinson,IA,30,11.052693
524,51357,ROYAL,Clay,IA,21,108.592195
525,51358,RUTHVEN,Palo Alto,IA,74,202.954357
526,51360,SPIRIT LAKE,Dickinson,IA,30,334.993966
527,51363,SUPERIOR,Dickinson,IA,30,1.050241
528,51364,TERRIL,Dickinson,IA,30,167.034887
529,51365,WALLINGFORD,Emmet,IA,32,58.440957
530,51366,WEBB,Clay,IA,21,163.894539
531,51401,CARROLL,Carroll,IA,14,454.121
532,51430,ARCADIA,Carroll,IA,14,105.531033
533,51431,ARTHUR,Ida,IA,47,101.935208
534,51433,AUBURN,Sac,IA,81,147.355553
535,51436,BREDA,Carroll,IA,14,156.790205
536,51439,CHARTER OAK,Crawford,IA,24,223.476837
537,51440,DEDHAM,Carroll,IA,14,66.015871
538,51441,DELOIT,Crawford,IA,24,40.266915
539,51442,DENISON,Crawford,IA,24,448.677639
540,51443,GLIDDEN,Carroll,IA,14,276.442701
541,51444,HALBUR,Carroll,IA,14,0.42223
542,51445,IDA GROVE,Ida,IA,47,327.873042
543,51446,IRWIN,Shelby,IA,83,90.274738
544,51447,KIRKMAN,Shelby,IA,83,90.268943
545,51448,KIRON,Crawford,IA,24,144.043445
546,51449,LAKE CITY,Calhoun,IA,13,232.944822
547,51450,LAKE VIEW,Sac,IA,81,157.595822
548,51451,LANESBORO,Carroll,IA,14,0.955449
549,51453,LOHRVILLE,Calhoun,IA,13,223.339647
550,51454,MANILLA,Crawford,IA,24,259.313231
551,51455,MANNING,Carroll,IA,14,287.004925
552,51458,ODEBOLT,Sac,IA,81,245.407583
553,51459,RALSTON,Carroll,IA,14,1.355933
554,51461,SCHLESWIG,Crawford,IA,24,130.196128
555,51462,SCRANTON,Greene,IA,37,281.553969
556,51463,TEMPLETON,Carroll,IA,14,77.535941
557,51465,VAIL,Crawford,IA,24,141.104728
558,51466,WALL LAKE,Sac,IA,81,134.548626
559,51467,WESTSIDE,Crawford,IA,24,168.975493
560,51501,COUNCIL BLUFFS,Pottawattamie,IA,78,68.663347
561,51503,COUNCIL BLUFFS,Pottawattamie,IA,78,311.311378
562,51510,CARTER LAKE,Pottawattamie,IA,78,5.228569
563,51520,ARION,Crawford,IA,24,48.585455
564,51521,AVOCA,Pottawattamie,IA,78,223.26416
565,51523,BLENCOE,Monona,IA,67,134.969227
566,51525,CARSON,Pottawattamie,IA,78,158.290149
567,51526,CRESCENT,Pottawattamie,IA,78,111.333068
568,51527,DEFIANCE,Shelby,IA,83,101.109924
569,51528,DOW CITY,Crawford,IA,24,189.885849
570,51529,DUNLAP,Harrison,IA,43,333.953737
571,51530,EARLING,Shelby,IA,83,140.370471
572,51531,ELK HORN,Shelby,IA,83,73.952439
573,51532,ELLIOTT,Montgomery,IA,69,147.80971
574,51533,EMERSON,Mills,IA,65,213.641636
575,51534,GLENWOOD,Mills,IA,65,260.80305
576,51535,GRISWOLD,Cass,IA,15,337.126792
577,51536,HANCOCK,Pottawattamie,IA,78,124.955843
578,51537,HARLAN,Shelby,IA,83,422.332929
579,51540,HASTINGS,Mills,IA,65,141.382464
580,51541,HENDERSON,Mills,IA,65,106.735256
581,51542,HONEY CREEK,Pottawattamie,IA,78,92.88071
582,51543,KIMBALLTON,Audubon,IA,5,57.402651
583,51544,LEWIS,Cass,IA,15,145.135032
584,51545,LITTLE SIOUX,Harrison,IA,43,116.122152
585,51546,LOGAN,Harrison,IA,43,293.310022
586,51548,MC CLELLAND,Pottawattamie,IA,78,64.393248
587,51549,MACEDONIA,Pottawattamie,IA,78,84.699901
588,51550,MAGNOLIA,Harrison,IA,43,1.456103
589,51551,MALVERN,Mills,IA,65,210.796119
590,51552,MARNE,Cass,IA,15,91.256513
591,51553,MINDEN,Pottawattamie,IA,78,118.587348
592,51554,MINEOLA,Mills,IA,65,6.840874
593,51555,MISSOURI VALLEY,Harrison,IA,43,410.136654
594,51556,MODALE,Harrison,IA,43,117.494595
595,51557,MONDAMIN,Harrison,IA,43,181.091843
596,51558,MOORHEAD,Monona,IA,67,213.388981
597,51559,NEOLA,Pottawattamie,IA,78,220.723262
598,51560,OAKLAND,Pottawattamie,IA,78,254.891645
599,51561,PACIFIC JUNCTION,Mills,IA,65,159.38428
600,51562,PANAMA,Shelby,IA,83,87.966803
601,51563,PERSIA,Harrison,IA,43,142.269566
602,51564,PISGAH,Harrison,IA,43,103.461051
603,51565,PORTSMOUTH,Shelby,IA,83,126.12811
604,51566,RED OAK,Montgomery,IA,69,457.891547
605,51570,SHELBY,Shelby,IA,83,166.695973
606,51571,SILVER CITY,Mills,IA,65,121.369661
607,51572,SOLDIER,Monona,IA,67,114.390965
608,51573,STANTON,Montgomery,IA,69,156.152123
609,51575,TREYNOR,Pottawattamie,IA,78,126.569658
610,51576,UNDERWOOD,Pottawattamie,IA,78,130.453907
611,51577,WALNUT,Pottawattamie,IA,78,206.979038
612,51578,WESTPHALIA,Shelby,IA,83,0.096684
613,51579,WOODBINE,Harrison,IA,43,301.420886
614,51601,SHENANDOAH,Page,IA,73,276.34259
615,51630,BLANCHARD,Page,IA,73,65.739953
616,51631,BRADDYVILLE,Page,IA,73,95.851302
617,51632,CLARINDA,Page,IA,73,540.669979
618,51636,COIN,Page,IA,73,144.434643
619,51637,COLLEGE SPRINGS,Page,IA,73,4.185566
620,51638,ESSEX,Page,IA,73,220.766642
621,51639,FARRAGUT,Fremont,IA,36,186.79102
622,51640,HAMBURG,Fremont,IA,36,313.989946
623,51645,IMOGENE,Fremont,IA,36,107.043333
624,51646,NEW MARKET,Taylor,IA,87,162.903928
625,51647,NORTHBORO,Page,IA,73,49.689882
626,51648,PERCIVAL,Fremont,IA,36,130.838045
627,51649,RANDOLPH,Fremont,IA,36,106.334486
628,51650,RIVERTON,Fremont,IA,36,78.508646
629,51652,SIDNEY,Fremont,IA,36,200.054769
630,51653,TABOR,Fremont,IA,36,89.512532
631,51654,THURMAN,Fremont,IA,36,137.790111
632,51656,YORKTOWN,Page,IA,73,0.438077
633,52001,DUBUQUE,Dubuque,IA,31,75.057763
634,52002,DUBUQUE,Dubuque,IA,31,74.76947
635,52003,DUBUQUE,Dubuque,IA,31,151.954104
636,52030,ANDREW,Jackson,IA,49,0.690483
637,52031,BELLEVUE,Jackson,IA,49,448.070077
638,52032,BERNARD,Jackson,IA,49,272.572418
639,52033,CASCADE,Jones,IA,53,252.635822
640,52035,COLESBURG,Clayton,IA,22,139.028244
641,52037,DELMAR,Clinton,IA,23,176.775293
642,52038,DUNDEE,Delaware,IA,28,76.611993
643,52039,DURANGO,Dubuque,IA,31,91.068312
644,52040,DYERSVILLE,Dubuque,IA,31,157.748966
645,52041,EARLVILLE,Delaware,IA,28,155.040397
646,52042,EDGEWOOD,Clayton,IA,22,161.463192
647,52043,ELKADER,Clayton,IA,22,258.435335
648,52044,ELKPORT,Clayton,IA,22,31.383574
649,52045,EPWORTH,Dubuque,IA,31,123.92508
650,52046,FARLEY,Dubuque,IA,31,119.196635
651,52047,FARMERSBURG,Clayton,IA,22,88.328123
652,52048,GARBER,Clayton,IA,22,85.789255
653,52049,GARNAVILLO,Clayton,IA,22,188.393273
654,52050,GREELEY,Delaware,IA,28,84.028046
655,52052,GUTTENBERG,Clayton,IA,22,249.00035
656,52053,HOLY CROSS,Dubuque,IA,31,154.540299
657,52054,LA MOTTE,Jackson,IA,49,138.18618
658,52057,MANCHESTER,Delaware,IA,28,362.350079
659,52060,MAQUOKETA,Jackson,IA,49,409.835195
660,52064,MILES,Jackson,IA,49,107.540582
661,52065,NEW VIENNA,Dubuque,IA,31,131.382162
662,52066,NORTH BUENA VISTA,Clayton,IA,22,0.681956
663,52068,PEOSTA,Dubuque,IA,31,120.418986
664,52069,PRESTON,Jackson,IA,49,133.277674
665,52070,SABULA,Jackson,IA,49,154.415679
666,52072,SAINT OLAF,Clayton,IA,22,87.106056
667,52073,SHERRILL,Dubuque,IA,31,139.623458
668,52074,SPRAGUEVILLE,Jackson,IA,49,80.684903
669,52076,STRAWBERRY POINT,Clayton,IA,22,252.900986
670,52077,VOLGA,Clayton,IA,22,83.72915
671,52078,WORTHINGTON,Dubuque,IA,31,106.290071
672,52079,ZWINGLE,Jackson,IA,49,153.776141
673,52101,DECORAH,Winneshiek,IA,96,804.622162
674,52132,CALMAR,Winneshiek,IA,96,157.379001
675,52133,CASTALIA,Winneshiek,IA,96,118.295514
676,52134,CHESTER,Howard,IA,45,77.559488
677,52135,CLERMONT,Fayette,IA,33,67.561964
678,52136,CRESCO,Howard,IA,45,552.444562
679,52140,DORCHESTER,Allamakee,IA,3,201.58604
680,52141,ELGIN,Fayette,IA,33,216.938945
681,52142,FAYETTE,Fayette,IA,33,189.331878
682,52144,FORT ATKINSON,Winneshiek,IA,96,194.119174
683,52146,HARPERS FERRY,Allamakee,IA,3,221.678469
684,52147,HAWKEYE,Fayette,IA,33,187.912171
685,52151,LANSING,Allamakee,IA,3,324.670969
686,52154,LAWLER,Chickasaw,IA,19,189.966484
687,52155,LIME SPRINGS,Howard,IA,45,274.895155
688,52156,LUANA,Clayton,IA,22,110.19542
689,52157,MC GREGOR,Clayton,IA,22,149.443621
690,52158,MARQUETTE,Clayton,IA,22,3.357585
691,52159,MONONA,Clayton,IA,22,197.141302
692,52160,NEW ALBIN,Allamakee,IA,3,103.702081
693,52161,OSSIAN,Winneshiek,IA,96,140.304657
694,52162,POSTVILLE,Allamakee,IA,3,258.921418
695,52163,PROTIVIN,Howard,IA,45,4.602409
696,52164,RANDALIA,Fayette,IA,33,65.306405
697,52165,RIDGEWAY,Winneshiek,IA,96,172.29035
698,52166,SAINT LUCAS,Fayette,IA,33,0.493739
699,52168,SPILLVILLE,Winneshiek,IA,96,0.417415
700,52169,WADENA,Fayette,IA,33,77.089638
701,52170,WATERVILLE,Allamakee,IA,3,120.174634
702,52171,WAUCOMA,Fayette,IA,33,205.89717
703,52171,WAUCOMA,Fayette,IA,33,205.89717
704,52172,WAUKON,Allamakee,IA,3,409.930314
705,52175,WEST UNION,Fayette,IA,33,224.708583
706,52201,AINSWORTH,Washington,IA,92,171.814169
707,52202,ALBURNETT,Linn,IA,57,65.295077
708,52203,AMANA,Iowa,IA,48,119.753928
709,52205,ANAMOSA,Jones,IA,53,309.946308
710,52206,ATKINS,Benton,IA,6,73.245916
711,52207,BALDWIN,Jackson,IA,49,102.173612
712,52208,BELLE PLAINE,Benton,IA,6,150.72943
713,52209,BLAIRSTOWN,Benton,IA,6,95.402594
714,52210,BRANDON,Buchanan,IA,10,90.462642
715,52211,BROOKLYN,Poweshiek,IA,79,236.939306
716,52212,CENTER JUNCTION,Jones,IA,53,60.790568
717,52213,CENTER POINT,Linn,IA,57,194.486805
718,52214,CENTRAL CITY,Linn,IA,57,247.622502
719,52215,CHELSEA,Tama,IA,86,224.182198
720,52216,CLARENCE,Cedar,IA,16,146.950128
721,52217,CLUTIER,Tama,IA,86,152.367658
722,52218,COGGON,Linn,IA,57,187.432341
723,52219,PRAIRIEBURG,Linn,IA,57,1.194124
724,52220,CONROY,Iowa,IA,48,1.194245
725,52221,GUERNSEY,Poweshiek,IA,79,53.776053
726,52222,DEEP RIVER,Poweshiek,IA,79,209.152349
727,52223,DELHI,Delaware,IA,28,127.619807
728,52224,DYSART,Tama,IA,86,256.593612
729,52225,ELBERON,Tama,IA,86,91.276214
730,52227,ELY,Linn,IA,57,76.013553
731,52228,FAIRFAX,Linn,IA,57,96.928032
732,52229,GARRISON,Benton,IA,6,127.391906
733,52231,HARPER,Keokuk,IA,54,84.735151
734,52232,HARTWICK,Poweshiek,IA,79,47.517446
735,52233,HIAWATHA,Linn,IA,57,9.080084
736,52235,HILLS,Johnson,IA,52,5.257012
737,52236,HOMESTEAD,Iowa,IA,48,74.148178
738,52237,HOPKINTON,Delaware,IA,28,210.461938
739,52240,IOWA CITY,Johnson,IA,52,415.571318
740,52241,CORALVILLE,Johnson,IA,52,30.871305
741,52242,IOWA CITY,Johnson,IA,52,1.995678
742,52245,IOWA CITY,Johnson,IA,52,21.712859
743,52246,IOWA CITY,Johnson,IA,52,23.832009
744,52246,IOWA CITY,Johnson,IA,52,23.832009
745,52247,KALONA,Washington,IA,92,206.350122
746,52248,KEOTA,Washington,IA,92,295.236835
747,52249,KEYSTONE,Benton,IA,6,131.160363
748,52251,LADORA,Iowa,IA,48,106.339173
749,52253,LISBON,Linn,IA,57,121.480006
750,52254,LOST NATION,Clinton,IA,23,146.759383
751,52255,LOWDEN,Cedar,IA,16,112.408307
752,52257,LUZERNE,Benton,IA,6,40.66545
753,52301,MARENGO,Iowa,IA,48,316.484635
754,52302,MARION,Linn,IA,57,192.237746
755,52305,MARTELLE,Jones,IA,53,73.493573
756,52306,MECHANICSVILLE,Cedar,IA,16,194.245557
757,52307,MIDDLE AMANA,Iowa,IA,48,0.488234
758,52308,MILLERSBURG,Iowa,IA,48,0.233003
759,52309,MONMOUTH,Jackson,IA,49,74.291839
760,52310,MONTICELLO,Jones,IA,53,385.183593
761,52312,MORLEY,Jones,IA,53,0.242872
762,52313,MOUNT AUBURN,Benton,IA,6,84.959546
763,52314,MOUNT VERNON,Linn,IA,57,155.658054
764,52315,NEWHALL,Benton,IA,6,75.003645
765,52316,NORTH ENGLISH,Iowa,IA,48,180.293861
766,52317,NORTH LIBERTY,Johnson,IA,52,95.897591
767,52318,NORWAY,Benton,IA,6,95.080335
768,52320,OLIN,Jones,IA,53,153.985129
769,52321,ONSLOW,Jones,IA,53,77.84139
770,52322,OXFORD,Johnson,IA,52,231.220008
771,52323,OXFORD JUNCTION,Jones,IA,53,132.353794
772,52324,PALO,Linn,IA,57,107.056042
773,52325,PARNELL,Iowa,IA,48,109.143193
774,52326,QUASQUETON,Buchanan,IA,10,5.447918
775,52327,RIVERSIDE,Washington,IA,92,217.607612
776,52328,ROBINS,Linn,IA,57,7.989464
777,52329,ROWLEY,Buchanan,IA,10,132.090802
778,52330,RYAN,Delaware,IA,28,123.160697
779,52332,SHELLSBURG,Benton,IA,6,110.692089
780,52333,SOLON,Johnson,IA,52,234.514567
781,52334,SOUTH AMANA,Iowa,IA,48,43.109728
782,52335,SOUTH ENGLISH,Keokuk,IA,54,144.712437
783,52336,SPRINGVILLE,Linn,IA,57,127.253732
784,52337,STANWOOD,Cedar,IA,16,70.714333
785,52338,SWISHER,Johnson,IA,52,88.82337
786,52339,TAMA,Tama,IA,86,265.108854
787,52340,TIFFIN,Johnson,IA,52,42.940483
788,52341,TODDVILLE,Linn,IA,57,34.64544
789,52342,TOLEDO,Tama,IA,86,232.660911
790,52345,URBANA,Benton,IA,6,8.460683
791,52346,VAN HORNE,Benton,IA,6,134.845571
792,52347,VICTOR,Iowa,IA,48,166.647034
793,52348,VINING,Tama,IA,86,2.376982
794,52349,VINTON,Benton,IA,6,382.672144
795,52351,WALFORD,Benton,IA,6,2.13643
796,52352,WALKER,Linn,IA,57,205.022618
797,52353,WASHINGTON,Washington,IA,92,395.338718
798,52354,WATKINS,Benton,IA,6,76.593832
799,52355,WEBSTER,Keokuk,IA,54,95.20977
800,52356,WELLMAN,Washington,IA,92,232.4078
801,52358,WEST BRANCH,Cedar,IA,16,200.939529
802,52359,WEST CHESTER,Washington,IA,92,38.168572
803,52361,WILLIAMSBURG,Iowa,IA,48,330.197198
804,52362,WYOMING,Jones,IA,53,157.429942
805,52401,CEDAR RAPIDS,Linn,IA,57,3.464505
806,52402,CEDAR RAPIDS,Linn,IA,57,36.420817
807,52403,CEDAR RAPIDS,Linn,IA,57,69.523743
808,52404,CEDAR RAPIDS,Linn,IA,57,142.93349
809,52405,CEDAR RAPIDS,Linn,IA,57,38.49318
810,52411,CEDAR RAPIDS,Linn,IA,57,44.635019
811,52501,OTTUMWA,Wapello,IA,90,591.297871
812,52530,AGENCY,Wapello,IA,90,36.986236
813,52531,ALBIA,Monroe,IA,68,563.107904
814,52533,BATAVIA,Jefferson,IA,51,227.778322
815,52534,BEACON,Mahaska,IA,62,1.012395
816,52535,BIRMINGHAM,Van Buren,IA,89,149.696508
817,52536,BLAKESBURG,Wapello,IA,90,160.133711
818,52537,BLOOMFIELD,Davis,IA,26,900.130186
819,52540,BRIGHTON,Jefferson,IA,51,257.681662
820,52542,CANTRIL,Van Buren,IA,89,117.166206
821,52543,CEDAR,Mahaska,IA,62,53.398057
822,52544,CENTERVILLE,Appanoose,IA,4,355.984819
823,52548,CHILLICOTHE,Wapello,IA,90,0.622729
824,52549,CINCINNATI,Appanoose,IA,4,113.382459
825,52550,DELTA,Keokuk,IA,54,100.697091
826,52551,DOUDS,Van Buren,IA,89,151.969068
827,52552,DRAKESVILLE,Davis,IA,26,151.883138
828,52553,EDDYVILLE,Wapello,IA,90,218.424094
829,52554,ELDON,Wapello,IA,90,94.705759
830,52555,EXLINE,Appanoose,IA,4,64.737097
831,52556,FAIRFIELD,Jefferson,IA,51,458.48455
832,52557,FAIRFIELD,Jefferson,IA,51,0.116099
833,52560,FLORIS,Davis,IA,26,91.932554
834,52561,FREMONT,Mahaska,IA,62,90.172828
835,52563,HEDRICK,Keokuk,IA,54,299.15143
836,52565,KEOSAUQUA,Van Buren,IA,89,307.637735
837,52566,KIRKVILLE,Wapello,IA,90,2.69235
838,52567,LIBERTYVILLE,Jefferson,IA,51,73.121919
839,52569,MELROSE,Monroe,IA,68,249.170073
840,52570,MILTON,Van Buren,IA,89,177.637484
841,52571,MORAVIA,Appanoose,IA,4,276.402554
842,52572,MOULTON,Appanoose,IA,4,252.233684
843,52573,MOUNT STERLING,Van Buren,IA,89,74.630386
844,52574,MYSTIC,Appanoose,IA,4,109.572946
845,52576,OLLIE,Keokuk,IA,54,117.180743
846,52577,OSKALOOSA,Mahaska,IA,62,415.772496
847,52580,PACKWOOD,Jefferson,IA,51,98.765465
848,52581,PLANO,Appanoose,IA,4,102.818704
849,52583,PROMISE CITY,Wayne,IA,93,120.716306
850,52584,PULASKI,Davis,IA,26,58.551231
851,52585,RICHLAND,Keokuk,IA,54,145.900379
852,52586,ROSE HILL,Mahaska,IA,62,122.508394
853,52588,SELMA,Van Buren,IA,89,26.887357
854,52590,SEYMOUR,Wayne,IA,93,194.526072
855,52591,SIGOURNEY,Keokuk,IA,54,327.849389
856,52593,UDELL,Appanoose,IA,4,42.505876
857,52594,UNIONVILLE,Appanoose,IA,4,121.987222
858,52595,UNIVERSITY PARK,Mahaska,IA,62,1.193986
859,52601,BURLINGTON,Des Moines,IA,29,312.02532
860,52619,ARGYLE,Lee,IA,56,95.322544
861,52620,BONAPARTE,Van Buren,IA,89,139.397291
862,52621,CRAWFORDSVILLE,Washington,IA,92,109.582868
863,52623,DANVILLE,Des Moines,IA,29,151.439917
864,52624,DENMARK,Lee,IA,56,1.656465
865,52625,DONNELLSON,Lee,IA,56,285.245058
866,52626,FARMINGTON,Van Buren,IA,89,247.437264
867,52627,FORT MADISON,Lee,IA,56,188.414662
868,52630,HILLSBORO,Henry,IA,44,109.946731
869,52632,KEOKUK,Lee,IA,56,140.470022
870,52635,LOCKRIDGE,Jefferson,IA,51,112.512335
871,52637,MEDIAPOLIS,Des Moines,IA,29,172.04191
872,52638,MIDDLETOWN,Des Moines,IA,29,88.521308
873,52639,MONTROSE,Lee,IA,56,117.469873
874,52640,MORNING SUN,Louisa,IA,58,188.643645
875,52641,MOUNT PLEASANT,Henry,IA,44,551.76361
876,52644,MOUNT UNION,Henry,IA,44,111.080445
877,52645,NEW LONDON,Henry,IA,44,185.650036
878,52646,OAKVILLE,Louisa,IA,58,155.005489
879,52647,OLDS,Henry,IA,44,0.911591
880,52649,SALEM,Henry,IA,44,119.399466
881,52650,SPERRY,Des Moines,IA,29,104.495885
882,52651,STOCKPORT,Van Buren,IA,89,156.669871
883,52653,WAPELLO,Louisa,IA,58,312.47521
884,52654,WAYLAND,Henry,IA,44,136.065742
885,52655,WEST BURLINGTON,Des Moines,IA,29,42.56453
886,52656,WEST POINT,Lee,IA,56,247.274743
887,52657,SAINT PAUL,Lee,IA,56,0.494762
888,52658,WEVER,Lee,IA,56,131.24099
889,52659,WINFIELD,Henry,IA,44,159.819459
890,52660,YARMOUTH,Des Moines,IA,29,57.367543
891,52701,ANDOVER,Clinton,IA,23,1.643828
892,52720,ATALISSA,Muscatine,IA,70,110.12746
893,52721,BENNETT,Cedar,IA,16,108.698097
894,52722,BETTENDORF,Scott,IA,82,73.161625
895,52726,BLUE GRASS,Scott,IA,82,94.823134
896,52727,BRYANT,Clinton,IA,23,63.081901
897,52728,BUFFALO,Scott,IA,82,5.764558
898,52729,CALAMUS,Clinton,IA,23,108.881384
899,52730,CAMANCHE,Clinton,IA,23,101.243411
900,52731,CHARLOTTE,Clinton,IA,23,136.590407
901,52732,CLINTON,Clinton,IA,23,310.704633
902,52737,COLUMBUS CITY,Louisa,IA,58,0.607264
903,52738,COLUMBUS JUNCTION,Louisa,IA,58,323.19118
904,52739,CONESVILLE,Muscatine,IA,70,89.211035
905,52742,DE WITT,Clinton,IA,23,304.142776
906,52745,DIXON,Scott,IA,82,74.381611
907,52746,DONAHUE,Scott,IA,82,68.807314
908,52747,DURANT,Cedar,IA,16,56.094151
909,52748,ELDRIDGE,Scott,IA,82,107.004915
910,52749,FRUITLAND,Muscatine,IA,70,5.21822
911,52750,GOOSE LAKE,Clinton,IA,23,78.435746
912,52751,GRAND MOUND,Clinton,IA,23,129.085616
913,52752,GRANDVIEW,Louisa,IA,58,0.984227
914,52753,LE CLAIRE,Scott,IA,82,68.492183
915,52754,LETTS,Muscatine,IA,70,186.005712
916,52755,LONE TREE,Johnson,IA,52,157.930258
917,52756,LONG GROVE,Scott,IA,82,111.107641
918,52757,LOW MOOR,Clinton,IA,23,3.069924
919,52758,MC CAUSLAND,Scott,IA,82,1.745891
920,52760,MOSCOW,Muscatine,IA,70,58.900339
921,52761,MUSCATINE,Muscatine,IA,70,482.973608
922,52765,NEW LIBERTY,Scott,IA,82,78.185471
923,52766,NICHOLS,Muscatine,IA,70,119.401548
924,52767,PLEASANT VALLEY,Scott,IA,82,3.354642
925,52768,PRINCETON,Scott,IA,82,89.481384
926,52769,STOCKTON,Muscatine,IA,70,106.726313
927,52769,STOCKTON,Muscatine,IA,70,106.726313
928,52772,TIPTON,Cedar,IA,16,342.328096
929,52773,WALCOTT,Scott,IA,82,145.837805
930,52774,WELTON,Clinton,IA,23,0.728977
931,52776,WEST LIBERTY,Muscatine,IA,70,219.678908
932,52777,WHEATLAND,Clinton,IA,23,139.946616
933,52778,WILTON,Muscatine,IA,70,215.972375
934,52801,DAVENPORT,Scott,IA,82,1.359908
935,52802,DAVENPORT,Scott,IA,82,29.294412
936,52803,DAVENPORT,Scott,IA,82,14.068035
937,52804,DAVENPORT,Scott,IA,82,88.861422
938,52806,DAVENPORT,Scott,IA,82,79.448284
939,52807,DAVENPORT,Scott,IA,82,76.46944
